id,comment,label
train_009516,chất lượng sản phẩm tuyệt vời sài được,"0
"
train_009517,"thật sự là bị rảnh tiền tết quá nên mới mua quyển này đọc được một phần ba quyển thật sự không muốn đọc tiếp nữa ở ngoài bìa có một câu nói khiến tôi rất tâm đắc nên cứ nghĩ là truyện sẽ rất hay ai ngờ lại làm tôi thất vọng SPLIT cách viết thật sự quá chán hay có những câu mang tính triết lý nhưng lại không hề triết lý tí nào kiểu dùng từ hoa mĩ một cách tùy tiện vậy SPLIT tạm không xét đến lời văn SPLIT Tôi chỉ muốn hỏi, tại sao tính cách của nhân vật chính trong truyện """"lộn xộn"""" như vậy? Tôi không thấy sự quyết đoán, dứt khoát nên có của quân nhân trong nữ chính, mà chỉ thấy cô ấy hay do dự, lằng nhằng, suy nghĩ lúc thế này lúc thế nọ. Cô có thể vì """"cảm giác tội lỗi"""" với em mình liền buông bỏ tình yêu mười mấy năm, sau đó kết hôn rồi rung động với nam chính không biết bao nhiêu lần, cuối cùng, lại vì """"cảm giác tội lỗi"""" mà muốn ly hôn quay lại với nam phụ. Kiểu thánh mẫu này không phải quá quen thuộc rồi sao? Còn nam chính, lạnh lùng, lại là lạnh lùng. Thật ra lạnh lùng thì cũng được thôi, nhưng xin đừng thêm giảo hoạt, dịu dàng, trẻ con,... vào nữa, không như thế thì không thể diễn tả những yêu thương của anh dành cho nữ chính ư? Hà Dĩ Thâm trong Bên nhau trọn đời cũng là kiểu người trầm tính, nhưng anh đâu cần biến đổi nhân cách của mình để người đọc cảm nhận được tình yêu sâu đậm của anh? SPLIT Nội dung, sao vẫn là cái kiểu đổ đầy màu chó vẫn không vừa lòng ấy? Yêu thầm từ nhỏ thì cũng thôi đi, nhưng nam chính đã hết ám chỉ đến công khai không biết bao nhiêu lần, nữ chính là con ngốc hay sao mà mãi vẫn không biết tình cảm anh dành cho mình vậy? Muốn kéo dài câu chuyện thì cũng nên làm cho nó hợp lý một chút đi, cứ cho mấy cái tình huống quen thuộc lại không thực tế, kiểu vừa đọc được một đoạn đã đoán được kết cục thật sự là nản lắm rồi. SPLIT ""","1
"
train_009518,giao hàng quá nhanh lướt 4g vèo vèo cực kì hài lòng,"0
"
train_009519,giá rẻ nhưng chất lượng ok đóng gói sản phẩm rất đẹp và chắc chắn,"0
"
train_009520,em này xách dép cho xiaomi thôi,"1
"
train_009521,đợi mình xem kết quả thế nào đã vừa nhận hàng hôm qua,"0
"
train_009522,chất lượng tệ quá mới mua về nắp rơi ra dây mới lấy ra chìu lau bị sứt sản phẩm khá cũ còn chống nước thì khỏi bàn nhìn cũng biết là dỏm không biết sử dụng được mấy tháng mà mới mua về đã như vậy,"1
"
train_009523,mạng cực kì kém không thể dùng được thất vọng về sản phẩm đã vậy lại còn nhiều tin nhắn rác nhắn ồ ạt như khủng bố người dùng lắp vào máy được 1 ngày hôm sau không dám dùng nữa luôn cho 5 vì sim cả đầu cả cuối đều là ngày tháng sinh của mình 05232305,"0
"
train_009524,chất lượng sản phẩm tuyệt vời shop phục vụ chu đáo rất ưng,"0
"
train_009525,em đặt nón y như hình nhưng hàng em nhận được lại là nón không có chữ nào thất vọng về shop,"1
"
train_009526,chấp nhận là tiền nào quả nấy nhưng xạo lol vừa thôi mới up mặt đồng hồ xún nền không biết có ma sát mạnh không mà xước cmnr gian dối vl,"1
"
train_009527,rất đáq tiền,"0
"
train_009528,3 bộ shop giao có 1 bộ chất đanh mịn và đẹp hơn 2 bộ còn lại áo dài rộng nhưng phom quần hơi nhỏ bé nhà mình 9kg mình đặt size 3 để rộng dãiáo thì rộng hơn thật còn quần thì bé mặc vừa in nên không đóng dk bỉm,"0
"
train_009529,hàng chuẩn xịn mùi dâu dễ chịu,"0
"
train_009530,thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh shop phục vụ rất tốt,"0
"
train_009531,giao hàng nhanh ốp đẹp đóng gói sản phẩm rất đẹp và chắc chắn,"0
"
train_009532,hàng đẹp quá shop ah chất lượng ưng nhất từ hồi mua online trên shopee đến giờ,"0
"
train_009533,rất cảm ơn shop ạ mình đã nhận được giày SPLIT giày rất vừa và xinh xắn nhé SPLIT mà shop cũng rất dễ thương và nhiệt tình,"0
"
train_009534,"giày rất đẹp giao hàng nhanh ad tư vấn nhiệt tình SPLIT ""","0
"
train_009535,sản phẩm không đảm bảo chất lượng mình muốn đổi sản phẩm nhưng không thấy phản hồi,"1
"
train_009536,khăn dầy tốt mong là không tẩm hoá chất thật mình dùng cho bé mới sinh chất lượng sản phẩm tuyệt vời,"0
"
train_009537,chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém rất không đáng tiềnấm gửi về bể hết SPLIT hình như gửi đồ bể bán,"1
"
train_009538,nồng quá nên không sài được,"1
"
train_009539,c lượng hợp với giá tiền,"0
"
train_009540,chỉ được cái mã thôi mang 2 ngày sút chỉ,"1
"
train_009541,đặt hàng 2 cây son có ghi trong lưu ý là 1 cam 1 hồng nhưng giao hàng là 2 màu đỏ tím,"1
"
train_009542,hang không dep mjeng lot day không dan keo nen cu rot ra khi mang vao hoac thao giay ra,"0
"
train_009543,sảm phẩm đẹp phù hợp giá cả,"0
"
train_009544,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh SPLIT tư vấn nhiệt tình SPLIT nói chuyện thoải mái SPLIT sẽ ủng hộ shop dài,"0
"
train_009545,hỏi shop không thèm trả lời sp bết dính không hài lòng về sp nay,"1
"
train_009546,giao hàng nhanh rất đáng tiền sẽ mua thêm lần nữa,"0
"
train_009547,đã mua 3 sản phẩm của bạn này rât ưng ý hàng đẹp mà đang được giảm giá chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,"0
"
train_009548,được đẹp hài lòng tặng shop 5 sao luôn,"0
"
train_009549,thời gian giao hàng rất chậm,"1
"
train_009550,ao thi size 15 quan thi size11 la sao vay shop,"1
"
train_009551,nhan san pham khong dung voi mo ta,"1
"
train_009552,chất lượng sản phẩm tuyệt vời sp y hình rất đáng tiền,"0
"
train_009553,áo coton chất rất thích mà rẻ,"0
"
train_009554,hàng chất siêu đẹp SPLIT giao hàng nhanh,"0
"
train_009555,giao hàng nhanh đóng gói gọn gàng giá tốt,"0
"
train_009556,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,"0
"
train_009557,giao hàng 2 lần mới nhận được đầy đủ mà khi mở hàng ra xem thì 1 cái mới và 1 cái đã bị thay nhọn và xước rất nhiềumình không muốn bêu xấu shop nhưng đề nghị shop đã làm ăn phải đoàng hoàngcảm ơn,"1
"
train_009558,hài lòng giống hình,"0
"
train_009559,shop phục vụ kémghi rõ là tặng kèm bvs mà không có,"1
"
train_009560,giày đẹp mà giá quá rẻ,"0
"
train_009561,sản phẩm wa kém chất lượng không thể chấp nhận được,"1
"
train_009562,chắc xài không tốt quá ghim điện có chút xíu mà dây điện nóng quá trời,"1
"
train_009563,giày đẹp qtqđ luôn,"0
"
train_009564,sản phẩm bị lỗi đã lien hệ với shop để đổi hàng nhưng chờ hoài không thấy shop phan hồi shop phục vụ rất kém kéo dài thời gian không có lý do chính đáng gọi dt trực tiep thì không nghe máy den khi nghe thì keu gui hinh shopee gửi rồi cũng không trả lời ntn rồi lại phản hồi kêu gui wa zalo,"1
"
train_009565,"""Mình là một người rất mê tiểu thuyết và đồng thời cũng là một người thích sở hữu tiểu thuyết. Mình mua sách rất nhiều nhưng quyển nào mình cũng lựa chon rất kỹ càng nhưng khi thấy đề tựa của """"Rừng hổ phách"""" nằm trong top 5 sách hay thì mình không ngại ngần bỏ tiền ra mua. Sau đó mình mới đọc sơ qua nội dung một cô bé bị khiếm thính? Rất thú vị! Nhưng khi mình bắt đầu đọc kỹ càng thì hoàn toàn thất vọng truyện diễn biến khá sơ sài nội tâm nhân vật không được miêu tả sâu sắc. Đáng lẽ cô bé khiếm thính sở hữu một tài năng thiên bẩm thì phải làm điểm nhấn chính cho truyện nhưng khi đọc tới 4/5 truyện mình vẫn thấy hình ảnh của cô bị lu mờ trong khi đó nếu Tô Hòa là nhân vật chính thì cũng phải nổi bật nhưng tính cách của cô khá nhu nhược lanh chanh...không khỏi khiến độc giả khó chịu. Theo như mình đọc truyện thời gian tính được Thầy Ôn và Tô Hòa quen nhau coi như là 2 tháng nhưng họ lại quyết định đi đến hôn nhân tình tiết diễn biến quá nhanh cảm giác như là tình cảm bị gượng ép còn Tô Ngu cô dù bị khiếm thính mình biết những người như vậy thì rất tự ti nhưng tác giả đã có chủ đích đặt cô làm chủ đạo cho truyện thì phải tạo ra một phép màu một kỳ tích đằng này họ xây dựng cộ đầy nhu nhược nhát gan chỉ bấu víu vào thần tượng để vươn lên nếu là mình mình sẽ cho thầy Ôn làm thần tượng đồng thời cũng là người sẽ khiến cô hiểu rằng chỉ có cô mới giúp cô thành công chứ không phải là thần tượng của cô. Hơn nữa nhân vật Diệp Nhất cũng chẳng nổi trội hơn tính cách của cậu ta ngông cuồng nhưng không thực tế như là ảo. Rồi khi đọc tới ngoại truyện mình không còn cách nào hơn là gập sách đọc sang truyện khác thật sự là rất thất vong. Đây là quyển đầu tiên mình đọc của Thập tứ khuyết và có lẽ là quyển cuối cùng.""","1
"
train_009566,nc sơn bị vân đen sơn đặc quánh lại rất khó sơn,"1
"
train_009567,an không ngon ti nao phi ca tien nuoc sot qua dở rất không đáng tiền,"1
"
train_009568,giày đẹp shop phục vụ rất tốt SPLIT rất đáng tiền,"0
"
train_009569,hộp đựng bị móp méo thun rơi ra ngoài khi mở hàng,"1
"
train_009570,"lần thứ 2 mua của shop SPLIT chất lượng sản phẩm ok SPLIT ""","0
"
train_009571,hộp méo mó nhung máy thì không saochua sử dụng không biet the nao,"0
"
train_009572,chất lượng sản phẩm rất kém mở loa mã rè kinh khủng luôn ấy,"1
"
train_009573,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền cám ơn bạn nha momg s mãi được kh hảng hài lòng,"0
"
train_009574,shop rất chu đáo và tận tâm nhé mình ngại huỷ đơn để đổi màu nên shop đã hỗ trợ nhiệt tình đây là màu vàng hồng không phải màu trắng đâu ạ đồng hồ xinh cực ý mỗi tội dây dài quá phải tự đi cắt bớt mắt hiu hiu,"0
"
train_009575,chất lượng sản phẩm rất kém đừng mua làm gì cả,"1
"
train_009576,sách thik quá cảm ơn shop,"0
"
train_009577,bìa mã đẹp giấy thì mã dày giá ok ạ,"0
"
train_009578,chất lượng qa tệ giầy giong nhu giây thanh lý,"1
"
train_009579,không vừa chán vc,"1
"
train_009580,tôi mua 2 cái loa và bị rè khi mở chưa được 1 nửa mức âm lượng mong shop liên hệ lại với tôi tôi không nghĩ đây là 1 sự nhầm lẫn,"1
"
train_009581,thời gian giao hàng rất nhanh SPLIT chất lượng mới đầu sử dụng khá tốt SPLIT tặng thêm hộp đựng rất tiện đỡ vất usb lung tung lại tìm không ra SPLIT mua hàng của shop cũng 3 4 lần rồi lần nào cũng ok hết,"0
"
train_009582,sách bị in lỗi rồi shop ơi có được đổi không ạ,"1
"
train_009583,máy chẳng khâu được,"1
"
train_009584,"""""Sài Samsung có lợi thế:đi tới đâu củng ít bị để ý,không mang tiếng sang chảnh,khó mua đi bán lại,nên sài bền(bền sài)..và ít khi bị cướp giật vì bọn cướp giật chỉ nhòm ngó và nhận biết đc Iphone thôi,mặc dù mới mua con S7 xách tay Mĩ..vô công ty đồng nghiệp thấy người thì không quan tâm,người thì hỏi cho có(sài máy gì ngộ vậy)..vừa giận tím mặt vừa chảnh lên...mầy làm gì biết...cùi bắp,trong khi cùng một nữ đồng nghiệp trước đó mới mua cái Iphone,nhiều người nhận biết ngay(cha Iphone luôn,6 hay 6s vậy em?) và tui thầm cười trong bụng coi chừng bị cướp giật rồi khóc nhe....""""","0
"
train_009585,với cái giá 9k quá ưng,"0
"
train_009586,giao hàng lâu ơi là lâu chắc do trả tiền trước,"0
"
train_009587,ốp khá là đẹp shop đóng gói hàng cẩn thận,"0
"
train_009588,nhà em nhận hàng bị vỡ xem hình gọi anh giao hàng bảo tại chị nhận hàng không kiểm tra nên vỡ không có ai chứng kiến gọi tổng đài hoài mà cũng chỉ có một câu quen thuộc hiện tại các tổng đài viên đang bận sao bây giờ,"1
"
train_009589,mua ve lap pin vao sai may chay binh thuog ma chỉ không an vai co mot so vai lai không may được mua ve làm phế liệu luôn hang china,"1
"
train_009590,lại đặt bút của shop đặt mấy mẫu đợt này về còn cute hơn đợt trước ưng,"0
"
train_009591,giày đi mềm khá êm chân lúc đầu thấy hơi rộng tính đổi size nhưng sau mang tất vào là ok hết chất co giãn nên các bạn mua có thể chọn ít hơn 1 size vẫn được nói chung sẽ ủng hộ shop nữa cho shop 5,"0
"
train_009592,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chủ bán hàng rất nhiệt tình còn tặng quà nữa mình sẽ ủng hộ dài dài,"0
"
train_009593,shop phục vụ tốt giày đúng với hình ảnh được đăng SPLIT đúng là tiền nào của đó,"0
"
train_009594,hộp bị méo có đường vân như đã bị bóc ra không thể noi là do khâu vận chuyển được vì kem được bỏ trong thùng giấy và thùng giấy không bị méo mó gì mở nắp thì kem chảy tràn ra nhìn rất ghê mình không hiểu shop gửi hàng mới hay hàng đã sử dụng cho mình quá tệ quá thất vọng,"1
"
train_009595,sản phẩm ok lắm shop chắc chắn dễ dùng hài lòng này,"0
"
train_009596,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm rất kém rất không đáng tiền,"1
"
train_009597,cảm ơn shop nhé shop giao hàng nhanh nhiệt tình nữa nhưng bị bên vận chuyển lưu kho lâu quá nhưng vẫn vote cho shop 5 vì phục vụ quá tốt nhen,"0
"
train_009598,thank shop nhiều đấm rất tốt có hơi bí,"0
"
train_009599,đóng gói sản phẩm sơ sài thời gian giao hàng chậm hi vọng shop sẽ cải thiện hơn chất lượng sản phẩm tốt,"0
"
train_009600,đang dùng asus rog 552vw thấy mãn nguyện vô cùng,"0
"
train_009601,giày shop bán rất đẹp vừa ý rất đáng tiền anh chị shiper rất lịch sự mà hộp đựng giày chắc do vận chuyển nên bị móp sẽ tiếp tục ủng hộ shop nữa ạ,"0
"
train_009602,san pham dung nhu tren hinh,"0
"
train_009603,gói hành đẹpsạc chậm không tốt SPLIT sạc đầy thì vẫn chưa thấy tự động ngắt,"1
"
train_009604,hàng face không đúng với màu của bao bì sản phẩm,"0
"
train_009605,chất lượng sản phẩm không được ưng í đường may quá ẩu racha te tua,"1
"
train_009606,mua hàng lô 25k vẫn xài tốt,"0
"
train_009607,bị lỗi màn hình có được đổi không shop,"0
"
train_009608,good product quality good value for money fast delivery excellent service by seller,"0
"
train_009609,chất lượng tồikhông có hộp như ảnh,"1
"
train_009610,chất lượng sản phẩm tuyệt vời ngon ạ,"0
"
train_009611,haizz 1 cuốn rớt bìa SPLIT 1 cuốn gởi sai thắc mắc với shop thì shop bảo nhà xuất bản tái bản nên thay bìa trong khi 2 cuốn là 2 nhà xuất bản khác nhau mà SPLIT lẽ ra mình cũng không đánh giá làm gì cho mệt nhưng shop trả lời lấp liếm không thật thà chắc cố tình gởi nhầm roiif lại cãi,"1
"
train_009612,sản phẩm hết hạn sử dụng rồi shop,"1
"
train_009613,trông hàng mã quá tóm lại không nên dùng,"1
"
train_009614,sp tạm được nhưng shop không gửi bin như shop nói,"1
"
train_009615,thất vọng vì sản phẩm không như ý lỗi đường chỉ và form dáng không chuẩn không đáng tiền thời gian giao hàng ok thủ tục đổi trả hàng rất lằng nhằng và mình không muốn đổi qua đổi lại mua onl là mình tin tưởng bên shop chọn lựa hàng cho kh có tâm 1 chút thì không đến mức này đâu bạn SPLIT thank,"1
"
train_009616,bột mịn thơm uống cùng sữa đặc ngon lắm cảm ơn shop,"0
"
train_009617,mua dùm thôi mà nghe dở lắm nhìn yếu lắm,"1
"
train_009618,sản phẩm chất lượng quá kém,"1
"
train_009619,thời gian giao hàng rất nhanh góp ý nhỏ cho shop là với những set đồ cho bé trai thì không nên bỏ áo hồng mình mua 2 combo áo gile có lọt 1 áo viền hồng nhưng không sao mình mua bộ khinh khí cầu màu xanh nhưng shop giao màu đỏ có mũ len mình rất thích dày dặn và co giãn tốt,"0
"
train_009620,đẹp hết chỗ chê nhìn sang chảnh ghê lắm,"0
"
train_009621,hàng rất đẹp rất ưng,"0
"
train_009622,thời gian giao hàng rất nhanhnhung sản pham không chắc chắn lamko biết có ep nuoc được không nua,"0
"
train_009623,sản phẩm tốt shop rất nhiệt tình thank shop,"0
"
train_009624,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất ưng sẽ ủng hộ shop dài dài nhé,"0
"
train_009625,trả lời rất nhiệt tình gói hàng cẩn thận quá trời máy dùng quá ổn so với giá tiền,"0
"
train_009626,khô gà vụn nát nhiều ít lá chanh,"1
"
train_009627,sản phẩm không nhãn hiệu gì cả y như là cao su mua về không dám dùng nói chung là quá tệ,"1
"
train_009628,giao hàng thiếu mà khách ib không trả lờishop làm chán lắmsẽ không ủng hộ lần 2,"1
"
train_009629,con này quá ổn mà giá hạt dẻ thế nhỉ dự là sẽ hot,"0
"
train_009630,son màu lên đẹp dễ trôi,"0
"
train_009631,bạn có thể không khuyến mãi nhưng bạn nên thật thà trong buôn bán,"1
"
train_009632,mới nhận hàng hôm qua sạc được đúng 1 lần rồi nay không nhận cab nữa,"1
"
train_009633,ngon vãi,"0
"
train_009634,bác sĩ quyết nói rất đúng trước hết cần tìm cách nâng lương cho bác sĩ đủ sống tương đối thoải mái theo đề nghị là 6 7 triệu tôi thấy là ổn,"0
"
train_009635,chất luom chất lượng sản phẩm kém,"1
"
train_009636,giao thiếu hàng ạ thất vọng,"1
"
train_009637,em đặt size 37 sao lại đưa hàng size 38 đã v lại còn giao hàng không đúng hẹn ib thì không trả lời mua một lần chắc hãi luôn,"1
"
train_009638,khỏi phải nói luôn SPLIT quá tuyệt,"0
"
train_009639,mình đã đặt được gần 6 đơn hàng mà lần này mình thất vọng về tiki quá sách mình mua có bọc bookcare cho 4 quyển sách đáng lẽ tiki kiểm tra sách rồi mới bọc cho khách tại sao chỉ có 1 cuốn sách mình mua lại bị xấu và gấp khúc trong khi 3 quyển còn lại rất đẹp mong tiki phản hồi giúp mình thất vọng về đơn hàng lần này quá,"1
"
train_009640,chất lượng không đảm bảo,"1
"
train_009641,tưởng đâu nội dung nói về hành trình đến thành công của exo tâm sự tuổi hồng d hướng dẫn phan cần gì đằng này toàn câu hỏi vớ vẩn v những cái đấy phan lâu năm hầu như ai chả biết chi bằng lên google đầy câu hỏi mà mau vui thất vọng thật sự SPLIT được cái card chibi khá xinh,"1
"
train_009642,mua gần 1 năm ít nấu bây giờ không lên nguồn thì làm sao tiki,"1
"
train_009643,xấu lặp lại nhiều hình ảnh,"1
"
train_009644,"chất lượng sản phẩm tuyệt vời ủq hộ shoo 6 đôi nữa luôn SPLIT ""","0
"
train_009645,thiếu dây giày,"1
"
train_009646,moi mua ma deo rua tay vo nuoc roi shop oi,"1
"
train_009647,đẹp hài lòng và chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh,"0
"
train_009648,buồn vì mua nhầm phải hàng trung quốc bôi lên mặt đi đúng 15 phút mạc dù bịt khuẩu trang nhưng cái mặt bị cháy khét ngặtmẫu mã đẹp nhưng toàn đồ tq hếttiếc tiền quá chất lượng sản phẩm rất kém,"1
"
train_009649,hàng bị hư không dùng đượcyêu cầu được đổi sản phẩm khác hoặc hoàn tiền,"1
"
train_009650,sao chỉ có 29 tấm ạ đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,"0
"
train_009651,vừa mua xong cắm vào ổ điện đã hỏng chập điện nhảy cầu giao sản phẩm không tốt đề nghị trả lại tôi tiền,"1
"
train_009652,chất lượng sản phẩm rất kém cong vênh không khớp máy quá thất vọng,"1
"
train_009653,để không xài mà bị rĩ sét,"1
"
train_009654,mình đã mua 2 màu hồng và hồng nâu cho mình và em gái nhưng mình thoa trên môi thâý ngứa đấy ạ mình và em mình không dám sử dụng nữa luônmình đã mua hàng rất nhiều và rất hài lòng về cách phục vụ của tiki những cây son khác dùng rất tốt tuy nhiên đối với 2 cây son này thì mình thấy chất lượng sản phẩm không ổn mong tiki xem lại nguồn cung để đảm bảo hàng an toàn nhé,"1
"
train_009655,về hình thức dày kích thước nhỏ khi đọc lật từng trang khó khắn,"1
"
train_009656,lần nào mua của shop cũng được quà sẽ ủng hộ shop dài dài ạ,"0
"
train_009657,chất lượng sản phẩm tuyệt vời đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,"0
"
train_009658,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn SPLIT mua 2 sp của shop còn được shop gửi kèm theo 5k,"0
"
train_009659,hơi lâu nhưng chất lượng được so với giá,"0
"
train_009660,rẻ đẹp mình thích giao hàng khá nhanh,"0
"
train_009661,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh,"0
"
train_009662,tắm không thấy trắng hơn dù chỉ là một ít,"1
"
train_009663,hàng đẹp xuất sắc còn được tặng thêm túi tote,"0
"
train_009664,chất lượng sản phẩm tốt mẫu mã đẹp dễ thương đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,"0
"
train_009665,"hàng đẹp xuat sắc SPLIT ""","0
"
train_009666,rất hài lòng về cách phục vụ của shop cảm ơn shop nhiều,"0
"
train_009667,chất lượng sản phẩm tuyệt vời rất đáng tiền màu tô rất đẹp mua về mình đã tét ngay,"0
"
train_009668,sh giao hàng nhah so chất lượng mua lần 4sp rất thích cơ mà sh hứa tặng quà mà m không thấy,"0
"
train_009669,thời gian giao hàng rất nhanh san phẩm như hình,"0
"
train_009670,chất lượng sản phẩm tuyệt vời sách đẹp quá kh dám bỏ ra đọc nữa ạ đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,"0
"
train_009671,mua 2 cái sạc iphone thì giao 2 cái sạc samsung nhắn tin lên phản ánh thì không trả lời thái độ phục vụ tệ chất lượng sản phẩm rất kém,"1
"
train_009672,chất lượng sản phẩm tuyệt vời dong goi chua ky lam,"0
"
train_009673,nói thực là không có gì mới mẻ cả nhàm chán không tạo được đột phá về ngoại hình như samsung cấu hình thì lên thêm nữa cũng chỉ vậy thôi chả để làm gì bắt đầu từ ip6 trở đi thấy chán rồi không muốn lên đời máy tí nào cả,"1
"
train_009674,vận chuyển ít xốp đặt 2 bình bị móp 1 bình,"0
"
train_009675,shop phục vụ rất tốt tư vấn nhiệt tình,"0
"
train_009676,thời gian giao hàng quá lâu đúng 1 tuần mới nhận được hàng,"1
"
train_009677,hàg ăn ngon lắm shop à SPLIT không biết có phầm màu hay không nhưng đỏ chót SPLIT con trai t rất thích sp bên shop SPLIT tăng shop 5 SPLIT t sẽ ủng hộ shop dài dài,"0
"
train_009678,ôkê,"0
"
train_009679,chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn cám ơn shop chúc shop đắt hàng,"0
"
train_009680,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanhsp rất tốt so với giá tiền cho shop 5,"0
"
train_009681,chủ shop kute tặng quà thêm cho khách nữa thanks shop nhé ngàn sao SPLIT shop phục vụ rất tốt rất đáng tiền đặt đêm là sáng có hàng ship siêu nhanh,"0
"
train_009682,chất lượng sản phẩm kém bỉm thấm hút kém như bỉm giả ý bé đái tý đã trĩu bỉm không thấm đều thậm chí ngấm nước tiểu ra quần nếu ị thì hai mép bỉm tràn ra quần mép bỉm không ôm,"1
"
train_009683,sản phẩm không được như kỳ vọngko di chuột chuẩn được,"1
"
train_009684,lúc đầu chưa biết sử dụng thì hơi cứng vì mình kh dám bẻ sợ gãy nhưng ib cho shop thì mình bẻ được rồi cảm ơn shop chúc shop mua may bán đắt,"0
"
train_009685,giấy bên trong có kích thước không vừa với kích thước bìa nên khi đóng sổ lại giấy lòi ra lòi vô rất bực mình SPLIT mặt trước của bìa thì bị cong ở gáy trầy rất nhiều SPLIT khi mình nhận được sổ thì sổ bị cong vênh rất khó chịu mình phải ép dưới đống sách 2 ngày thì mới đỡ cong SPLIT chỉ vì cuốn sổ nhỏ nên mình không muốn tốn thời gian đổi trả hàng và chưa chắc nhận sản phẩm đúng chất lượng như kì vọng ban đầu rất hi vọng bên sản xuất nên chú trọng hơn về chất lượng sản phẩm mọi người nên cân nhắc khi chọn mua,"1
"
train_009686,giầy đẹp nha shop,"0
"
train_009687,giao hàng siêu nhanh đúng mẫu đặt chất lượng đúng ý lần sau sẽ ủng hộ shop tiếp,"0
"
train_009688,chất lượng sản phẩm tuyệt vời SPLIT chị chỉ very dễ thương luôn SPLIT sản phẩm ngon chất lượng vừa ăn hết là đặt tiếp rồi 3,"0
"
train_009689,giày đẹp giá rẻ nhé cả nhà,"0
"
train_009690,siêu yêu luôn chờ đợi lâu bù lại sản phẩm tuyệt vời,"0
"
train_009691,đóng gói sản phẩm rất đẹp và chắc chắn SPLIT chất lượng sản phẩm tuyệt vời,"0
"
train_009692,sản phẩm dùng đươc đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,"0
"
train_009693,sp không còn mới đã bị gỡ miếng giấy dính với tấm nhựa,"1
"
train_009694,xiaomi rẻ mà chất,"0
"
train_009695,chất lượng sạc dự phòng không như quảng cáodùng quá nhanh hết pin,"1
"
train_009696,sao động đến từ iphone mình đã không có thiện cảm rồi nhỉ,"1
"
train_009697,đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt sẽ mua tiếp,"0
"
train_009698,đóng gói sản phẩm kém đóng gói sản phẩm rất kém,"1
"
train_009699,kiểu đồ chơi trẻ con í,"1
"
train_009700,sản phẩm chất lượng tốt shop rất chu đáo dễ thương đóng gói cẩn thận và giao hàng rất nhanh chúc shop ngày càng đông khách,"0
"
train_009701,thời này còn chê ip pin yếu là biết bạn xài ip từ đời nào rồi pin ip6 đã khá trâu mà nhất là dòng plus pin trâu ngang ipad kinh dị,"0
"
train_009702,mình đặt mã pin là cr2032 nhưng shop lại giao mã là cr2025 mà không thông báo hoặc hỏi lại ý mình,"1
"
train_009703,chất lượng sản phẩm rất kém vỏ son méo son thì lỗi đầu son như dùng rồi chất son loãng như nước không đặc để 30p trên môi không khô quệt 1 phát là bay màu,"1
"
train_009704,chất lượng sau khi dùng thử rất kém,"1
"
train_009705,hôp thì bị rách phai màu,"1
"
train_009706,giao chậm quá trong nội thành mà 8 ngày mới giao hàng,"0
"
train_009707,chất lượng sản phẩm rất kém rất không đáng tiền chất lượng sản phẩm kém,"1
"
train_009708,size áo to quá so với bé nhà mình hic chất lượng sản phẩm tuyệt vời,"0
"
train_009709,mua 5 món ưng cả 5 luôn SPLIT cute quá đi SPLIT các mẹ nên mua ủng hộ shop đi à chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,"0
"
train_009710,sắc được chưa được 20p hết pin,"1
"
train_009711,ôp đẹp như hình giá tốt,"0
"
train_009712,shop phục vụ rất tốt d rất đáng tiền,"0
"
